EP01: IN
EP01: はあ？ | 啊？
EP22: なんか　めっちゃブルー | 感觉好忧郁
EP22: なんでウチっていつもこうなんだろ | 我怎么总是这样
EP22: なんてふがいないんだ　ジブンは | 我怎么这么窝囊
EP22: すいません | 对不起
EP22: ごめん　オカルン | 抱歉 超然仔
EP22: かくなるうえは | 既然如此
EP22: 「力と狡猾さだ　さすれば　勝つ」 | 「凭借力量和狡猾 便能取胜」
EP22: 「この戦場で　あとに戻れば地獄におちる」 | 「在这战场上 只要后退便是坠入地狱」
EP22: 見えるぞ　私にも敵が見える | 看见了 我也能看见敌人了
EP22: 君に話しかけている | 我在跟你说话
EP22: ええっ　な…なんですか | 什么 怎…怎么了
EP22: どうして　話しかけてきたんですか | 为什么要和我说话
EP22: 男に興味はないのだがしかたない | 虽然我对男人没兴趣 但也没办法了
EP22: 君はどうして | 你为什么
EP22: 綾瀬桃さんと仲よくしていられるんだ | 能和绫濑桃同学那么要好
EP22: おかしいのだよ | 很奇怪啊
EP22: 顔もよいわけではない　チビでさえない君がだ | 长相也不出众 矮小又阴沉的你
EP22: あの綾瀬桃といつも仲よくしているなんて | 却和那个绫濑桃如此要好
EP22: しかも　最近は白鳥さんまで | 最近甚至连白鸟同学也这样
EP22: 教えたまえ　方法を　美女にモテるやり方を | 告诉我吧 能受到美女欢迎的方法
EP22: いや　ジブン　全然モテてないですよ | 没有 我完全不受欢迎啊
EP22: オカルン | 超然仔
EP22: オカルン　見つけた | 超然仔 找到了
EP22: もう一個の金タマ | 另外一颗蛋蛋
EP22: なんと | 什么
EP22: ごめん　話割り込んじゃった | 抱歉 我打断你们了吗
EP22: いや　大した話はしてませんし | 不 我们也正经没聊什么
EP22: 邪魔というレベルでは全然ないですね | 所以完全算不上打断
EP22: オカルンの友達？ | 超然仔 这是你朋友？
EP22: いや　まあ　友達の定義は人それぞれありますし | 这个嘛 每个人对朋友的定义都不一样
EP22: 友達と言えば　そう言えるかもですね | 要说是朋友的话 也算是吧
EP22: そっか　オカルンと仲よくしてあげてね | 是吗 要和超然仔好好相处哦
EP22: それよりさ　金タマあったのさ | 比起这些 找到蛋蛋了哦
EP22: 大冒険？ | 大冒险？
EP22: 綾瀬さん　その話　外でしましょ | 绫濑同学 这些话还是去外面聊吧
EP22: 分かったぞ　モテる秘訣 | 我懂了 受欢迎的秘诀
EP22: それは下ネタ | 那就是黄段子
EP22: あの　ちょっと | 那个 等一下
EP22: あなた　Ｂ組ですよね | 你是B班的对吧
EP22: あまり　他クラスに出たり入ったりするの　やめてもらえませんか | 可以请你不要随意进出其他班级吗
EP22: 勉強してる人だっているし | 还有人在认真学习
EP22: バタバタされるの迷惑なんです | 你一直走来走去的 很影响别人
EP22: ごめん　気をつけまーす | 抱歉 我会注意的
EP22: じゃあ　オカルン　外行こ | 那超然仔 我们去外面吧
EP22: はい | 好
EP22: 高倉君　嫌々従う必要ないよ | 高仓同学 你没必要勉强自己
EP22: 自分で言えないなら　私が言ってあげるから | 如果你说不出口的话 就由我来替你说
EP22: そうなの | 是这样吗
EP22: いや　違いますけど | 没有 不是的
EP22: なんの話ですか | 请问你在说什么
EP22: おい　違えって言ってんぞ | 喂 他都说不是了
EP22: 本人が目の前にいたら　怖くて言えないでしょ | 当着本人的面 自然不敢说真心话吧
EP22: 高倉君　今まで気付かなくてごめんね | 高仓同学 抱歉我之前一直没有注意到
EP22: 私　学級委員長だから　なんでも言って | 我是班长 有什么事都可以和我说
EP22: いや　あの… | 没有 那个…
EP22: ねえ　オカルン | 喂 超然仔
EP22: はっきり言えって　バカチンがって | 赶紧说清楚 让她看看自己有多蠢
EP22: 今　言おうとしてるんですけど | 我正准备说呢
EP22: 恫喝しないで | 你别吓他
EP22: てめえ　ちょっと黙れよ | 你丫先给我闭嘴
EP22: あなたこそ　大きな声出さないで | 你才是别大喊大叫的
EP22: しゃべらせて | 让我说两句
EP22: ちきしょう　モテやがって | 可恶 这么受欢迎
EP22: いつだ　どのタイミングで入ればモテる | 什么时候 什么时机插进去才会受欢迎
EP22: オカルンは一言も嫌なんか言ってないんですけど | 超然仔可从来没说过他讨厌这样
EP22: 今か | 现在吗
EP22: かわいいな | 真可爱啊
EP22: 今か | 现在吗
EP22: かわいい | 好可爱
EP22: 何様だよ | 谁啊你是
EP22: 委員長です | 我是班长
EP22: 今だ | 就是现在
EP22: テンガロンチンコ | 牛仔屌
EP22: キンタ　マケルナ | 金太 不要认输
EP22: チンポ | 鸡鸡
EP22: てめえ　死にてえのか | 你想死吗
EP22: あの女　なんなの　マジ腹立つ | 那女的怎么回事 真气人
EP22: そもそも　あいつがオカルンの何を知ってんだっつの | 说到底 她又懂你什么了
EP22: ジブンも　いろんなことが同時に押し寄せてきて　反応できませんでした | 一下子发生这么多事 我都反应不过来了
EP22: 今まで　クラスの人がまともに話しかけてくるなんてなかったから | 毕竟至今班上的人都没怎么找我说过话
EP22: うれしかったですけど | 我还是很开心的
EP22: 最近オカルン　かっこいいからじゃね | 因为最近你很酷吧
EP22: ほんとですか | 真的吗
EP22: やった | 太好了
EP22: 大丈夫ですか | 怎么了
EP22: なに　それ　やったって | 什么啊你 什么太好了
EP22: ウケる | 真逗
EP22: じゃあ　なんて言えばいいんですか | 那我该说什么
EP22: いいよ　それで | 这样就挺好
EP22: オカルンらしい | 很有你的风格
EP22: それより　金玉だよ | 差点忘了蛋蛋
EP22: ミーコの写真　見たでしょ | 你看过美伊子的照片了吧
EP22: はい　見ました | 嗯 我看了
EP22: 金の玉の空間がゆがんでいるように見えました | 看起来金球附近的空间似乎扭曲了
EP22: オーブとか　火の玉っぽい感じあるよね | 感觉像是光球或者火球一样
EP22: 霊的なものが　金玉をどこかに運んでいる最中だったのかも | 也许这会灵体正在搬运蛋蛋呢
EP22: ターボババアも　ほかの霊が欲しがるって言ってたもんね | 高速婆婆说过 其他灵体也想得到它
EP22: 彼らは間違いなく下ネタを話している | 他们肯定是在说黄段子
EP22: なぜだ　なぜ高倉君の下ネタはよくて | 为什么 为什么高仓同学说黄段子就行
EP22: 僕の下ネタは死に値するのか | 我说就非死不可
EP22: 知りたい　習得したい　その技術を | 好想知道 好想学会他的技巧
EP22: どうやって　ナチュラルに下ネタを振りまいているのかを | 怎么才能自然地聊黄段子
EP22: そして　綾瀬桃さんのような美女とイチャイチャしたい | 我还想和绫濑桃这样的美女卿卿我我
EP22: あっちの方　行ってみる | 要不去那边看看
EP22: いや　する | 不对 我一定要
EP22: しかし　彼らはこんな所で何をしてるんだ | 不过他们在这种地方干什么呢
EP22: あの写真はどこで撮られたんでしょうね | 那张照片是在哪拍的呢
EP22: この団地に住んでいるふうには見えないが | 看起来也不像是住在这附近
EP22: あっち？ | 那边？
EP22: あっ　いや　奇遇だな | 啊 真巧
EP22: 帰り道が同じだったのか | 我们回家是同一条路吗
EP22: あれ | 咦
EP22: このままでは　綾瀬さんと僕の | 这样下去 绫濑同学和我的
EP22: 唇と唇が重なり合ってしま… | 嘴唇就要碰到一起…
EP22: 何が　どうして　どうなった | 怎么了 发生什么事了
EP22: こいつ　オカルンのクラスのエロ野郎じゃん | 这不是超然仔班上的色鬼吗
EP22: こいつが金玉の霊の正体 | 他就是蛋蛋之灵的真身吗
EP22: モモちゃん　あれ | 小桃 看那里
EP22: 金玉　ゲットだぜ | 抓到蛋蛋了
EP22: 萎えるぜ | 真郁闷
EP22: 速っ | 好快
EP22: オカルン | 超然仔
EP22: モモちゃん | 小桃
EP22: こいつ　幽霊なんかじゃねえ | 这家伙不是幽灵
EP22: 実態があるぜ | 它有实体
EP22: 確かにいるぜ　そこに誰かが | 这里的确有什么东西
EP22: モモちゃん　気をつけて | 当心点小桃
EP22: 見えねえけど　そこにいる | 虽然看不见 但它就在那里
EP22: 逃げた | 逃跑了
EP22: モモちゃん　乗って | 小桃 上来
EP22: どうなってんの　あれ | 到底是什么情况
EP22: あそこ　左曲がった | 前面往左拐了
EP22: おんぶしてる　羨ましい | 背上了 好羡慕
EP22: おい　エロ野郎 | 喂 色鬼
EP22: うちらのバッグ見張ってろ | 看好我们的包
EP22: なくしたら　ぶち殺す | 要是丢了就杀了你
EP22: ブ…ラジャー | Bra…roger
EP22: てめえは今　ぶち殺すことが決定したぜ | 我决定好了 你死定了
EP22: なんでなんすか | 为什么啊
EP22: 僕の下ネタの何が悪いんですか | 我的黄段子哪里不好了
EP22: 下ネタがキモいんだよ | 黄段子就很恶心啊
EP22: 待て　金玉 | 站住 蛋蛋
EP22: 言ってるじゃん | 你不也在说吗
EP22: 下ネタ　言ってるじゃん | 你不也在讲黄段子吗
EP22: やばっ　見失った | 糟了 跟丢了
EP22: モモちゃん | 小桃
EP22: この | 可恶
EP22: ちょっ　何　あいつ | 怎么回事 这家伙
EP22: めっちゃ逃げるじゃん | 真能跑啊
EP22: よっしゃ | 好
EP22: オカルン | 超然仔
EP22: モモちゃん　あいつ落ちたよ | 小桃 那家伙下去了
EP22: オカルン　うちにしがみついて | 超然仔 抓紧我
EP22: いいの | 可以吗
EP22: いいから | 赶紧的
EP22: いた | 找到了
EP22: オカルン　大丈夫 | 超然仔 没事吧
EP22: ちょっと待ってください | 等我一会
EP22: 息が　できない | 我没法呼吸了
EP22: ごめん　むちゃした | 抱歉 太乱来了
EP22: いえ　大丈夫です | 没事
EP22: やばいですね | 糟糕了
EP22: 相手が見えないと　ジブンがこんな無力だとは思いませんでした | 没想到面对看不见的对手 我居然这么无力
EP22: うちも同じだから | 我也是
EP22: ってか　あいつ　ずるくね | 不过那家伙也太赖了
EP22: 見えないって何さ | 怎么能看不见呢
EP22: ずるいとかないですから | 本来就没什么公不公平
EP22: 今の　エロ野郎じゃね | 是色鬼的声音吧
EP22: あいつ　ついてきたの | 那家伙跟过来了吗
EP22: まずいですよ | 不好
EP22: モモちゃん　作戦は | 小桃 有作战计划吗
EP22: ない | 没有
EP22: とにかく　エロ野郎を助けるの優先 | 总之先把色鬼救下来
EP22: ちょっ　待てや | 什么 停下
EP22: すごい | 好厉害
EP22: 助かった | 得救了
EP22: ありがとう | 谢谢
EP22: ハグしたい | 想要抱抱
EP22: バカ野郎　ついてくんなよ | 笨蛋 别跟过来啊
EP22: ってか　うちらのバッグは | 话说我们的包呢
EP22: モモちゃん　来るぜ | 小桃 要来了
EP22: 君たちが何者かはあとで聞かせてもらおう | 你们到底是什么来头 我待会再问
EP22: ここは任せろ | 这里就交给我吧
EP22: 邪魔だから消えろっつってんだよ | 别碍事了 快滚开
EP22: いくぞ | 要上了
EP22: 「ジェットストリームアタック」 | 「喷射气流攻击」
EP22: なんにもなってねえよ | 什么也没发生啊
EP22: 萎えるぜ | 好郁闷
EP22: ヤツを三方向から見るんだ | 要从三个方向观察他
EP22: 再帰性投影技術を使っている可能性が高い | 他很可能用了逆投影技术
EP22: 見えた | 看见了
EP22: 捕まえた | 抓到了
EP22: オカルン　ここ狙って | 超然仔 瞄准这里
EP22: 本気　出すぜ | 要出全力了
EP22: ナイス　オカルン | 干得漂亮 超然仔
EP22: ナイス　綾瀬さん | 干得好 绫濑同学
EP22: あんたもナイス | 你也干得不赖
