EP01: IN
EP01: おっす | 早
EP07: ニッシにとってのほかの誰かは現時点でいるの | 对你来说 目前有其他人满足要求吗
EP07: いない | 没有
EP07: じゃあ　山田とないものを比べてもって感じじゃない | 那把山田跟不存在的人比也没意义啊
EP07: 「もしもこうだったら」なんて | 「如果是这样」之类的烦恼
EP07: 自分が無から錬成した悩みだし | 都是自己凭空想象出来的
EP07: 無限に出てくるじゃん | 可以多到没完没了
EP07: 気にするなら「もしも」より「現実」の方がいいよ | 硬要烦恼的话 与其假设不如关注现实
EP07: シンプルに相手をどう思ってるかでいいんじゃない | 弄清自己是怎么看待对方的就行了嘛
EP07: なるほど　確かに | 原来如此 确实
EP07: じゃあ　まずは緊張せずに話せるようにならないと | 总之 首先要让自己说话时不紧张
EP07: 結局はそこだね | 又回到这里了
EP07: 大丈夫 | 没事的
EP07: 女子だろうが男子だろうが　相手は所詮人間だよ | 无论男生还是女生 都不过是人类而已
EP07: ホンちゃん　たまにちょっと怖いときあるな | 小本 偶尔会有点可怕呢
EP07: だんだん慣れて | 渐渐习惯后
EP07: 今のドキドキが人見知りで緊張してるからなのか | 弄清楚心跳加速是因为怕生而紧张
EP07: イレギュラーな状況に対してなのか | 或是遇到了异常的状况
EP07: この人だからなのか | 又或是因为这个人
EP07: どのドキドキか分かるといいね | 要是能知道原因就好了
EP07: ホンちゃんは全然人見知りしないよね　羨ましい | 小本一点都不怕生呢 真羡慕
EP07: 人見知りしないというか | 这算不怕生吗
EP07: 私　男女かぎらず知らない人のこと　基本うっすら嫌いだから | 无论男女 只要是不认识的人 我多少都有点讨厌
EP07: そんな | 怎么这样
EP07: 本日もお疲れさまでした | 今天也辛苦了
EP07: お疲れさま | 辛苦了
EP07: 谷くん | 谷同学
EP07: 今まで無口で何考えてるのか分からなかったから | 以前你一直很沉默 让人不知道你在想什么
EP07: ちょっと怖くてドキドキしてたけど | 让人害怕得心跳加速
EP07: 文化祭で　ちょっとしゃべったから | 文化祭时跟你说了些话后
EP07: 前ほどは緊張しないや | 感觉没有之前那么紧张了
EP07: ちょっと　もう　鈴木 | 喂 铃木
EP07: 校舎　入っちゃったじゃん | 球被你打进教学楼了
EP07: ノーコン | 刚刚不算
EP07: 今のは風のせいだって | 刚才是因为风啊
EP07: 谷くん | 谷同学
EP07: と西さん | 还有西同学
EP07: やっほ | 你们好啊
EP07: 鈴木　お前いつの間に西さんと友達になってんの | 铃木 你什么时候跟西同学变成朋友了
EP07: いいじゃん　別に | 有什么不行吗
EP07: ねっ　西さん | 是吧 西同学
EP07: 私もご一緒してよかったのだろうか | 我跟着一起真的没问题吗
EP07: ずっとバドミントンしてたの | 你们一直在打羽毛球吗
EP07: イエス　バミトン | Yes 羽球
EP07: 帰宅部でも　たまに運動しないと感覚が鈍るからね | 就算是回家部 也要偶尔运动以免知觉迟钝
EP07: さえてた時期いつだよ | 什么时候灵敏过
EP07: つわものみたいに言うな | 说得自己很厉害似的
EP07: もうすでに足遅いじゃん | 你跑得已经够慢了吧
EP07: それはどこの鈴木だい | 你说的是哪个铃木
EP07: おっ　ウケた | 戳中你了吗
EP07: 「鈍る」の反対語　すぐ出るの面白い | 「迟钝」的反义词脱口而出 好有趣
EP07: そっちか | 笑这个啊
EP07: ちょっと寒いね | 有点冷呢
EP07: 汗　冷える | 汗好凉
EP07: だね | 是啊
EP07: つか　やばい　俺　汗臭くね | 不好 我会不会有汗臭
EP07: 山田　そういうの気にするタイプ | 山田 你还会在意这个吗
EP07: するわ　ハモんな | 当然会 别说这么齐
EP07: 西さんってさ　結構ゲラよな | 西同学 你很爱笑的呢
EP07: 恥ずかしい | 好害羞
EP07: これは緊張の方のドキドキ | 这是紧张时的心跳加速
EP07: あの　直したいけど　我慢できなくて | 那个 我也想改掉 但总是忍不住
EP07: なんで | 为什么
EP07: すっげえいいじゃん | 不是超好的吗
EP07: 絶対そのままでいいって | 绝对这样更好
EP07: 緊張の… | 紧张的…
EP07: 山田　汗の臭い気になるなら　これ全部使いきっていいから | 山田 你要是在意汗臭味的话 这个随便用
EP07: サンキュー | 谢谢
EP07: 佐藤　これ　匂い何 | 佐藤 这是什么味的
EP07: クールミント | 清凉薄荷
EP07: さっむ | 好冷
EP07: なにこれ　体やばほど冷えんだけど | 这是什么 身体冷得要死
EP07: だからもう使わないし　使いきっていいよ | 所以我不用了 你用完也没关系哦
EP07: 在庫処分じゃねえか | 只是处理不用的东西吗
EP07: 私が笑い上戸ってのもあるけど | 虽然我的确很爱笑
EP07: 山田くんが楽しい空気をつくれる人だから | 但山田同学总能营造出快乐的气氛
EP07: ほら | 看吧
EP07: あれ　あれれ | 哎呀 哎呀呀
EP07: 谷くん　おはよう　ございます | 谷同学 早上好
EP07: おはよう | 早上好
EP07: よし　ナチュラルに挨拶ができた | 好 打招呼很自然
EP07: 眠い | 好困
EP07: なに | 怎么了
EP07: 谷　おはよう | 谷 早上好
EP07: なに　今の | 刚才怎么回事
EP07: 谷くん　今西さんと何しゃべってたの | 谷同学 你跟西同学聊了什么
EP07: 西さん　どこ | 西同学 在哪
EP07: いや　ただ挨拶しただけ | 不 只是打了个招呼
EP07: 普通に　慌てて逃げるようなことはしてない | 只是 没做什么让她逃走的事吧
EP07: うん | 嗯
EP07: ねえ　谷くん | 喂 谷同学
EP07: 西さんって　どんな子 | 西同学是个什么样的人
EP07: 谷くん　図書委員で　結構前から接点あるでしょ | 谷同学是图书委员 很早就接触过她吧
EP07: なんか　いろいろしゃべったりとか | 会不会聊过很多
EP07: いや　全然 | 不 完全没
EP07: そっか | 是吗
EP07: 限定ビフカツパン　売り切れだって | 他说限定炸牛排面包卖完了
EP07: ちくしょう | 可恶
EP07: ねえ　平くん　相談してもいい | 平同学 能咨询个事吗
EP07: 俺に相談 | 找我咨询
EP07: な…なんだよ | 什…什么事
EP07: 鈴木が同じ委員の女子のことをやたら気にしてる | 铃木很在意同样是委员的女生
EP07: うん　何か意図がありそうなんだけど　よく分からなくて | 嗯 我感觉她有什么用意 但又搞不清楚
EP07: いや　もうそれはあれだろ | 哎 这就是那个吧
EP07: 疑われてるんだよ　お前 | 你被怀疑了
EP07: 僕が？ | 我？
EP07: そう　仲よさげに見えたんじゃねえの | 没错 你俩看着关系挺不错的吧
EP07: 嫉妬だよ　嫉妬 | 她肯定是吃醋了
EP07: 別に嫉妬されるようなことは | 我没做什么让她吃醋的事吧
EP07: というか　鈴木さん側がそう思うのは　正直想像しにくいんだけど | 而且说实话 我很难想象铃木会往这方面想
EP07: 確かに | 确实
EP07: まあ　もし本当に鈴木がやいてんなら | 不过 要是铃木真吃醋了的话
EP07: 自分のこと棚に上げんなって感じだよな | 就是对自己的问题视而不见
EP07: 怒っていいと思うぞ　谷 | 你完全可以生气的
EP07: うん　怒れ | 没错 快生气吧
EP07: もめさせたいの | 想让我们吵架吗
EP07: もしかして　お前　やかれてる方がうれしい感じか | 该不会对方吃醋会让你感到高兴吧
EP07: ああ　そっか　そっか　なるほどな | 原来如此 原来如此
EP07: 想像しにくいけど　嫉妬かもしれないと思いたい自分もいるけど | 虽然不想承认 但内心某处却希望对方会因此嫉妒
EP07: それを断定するほどまだ自分に自信がないってとこか | 可自己又没有信心能下这样的判断
EP07: 別にそんなんじゃない… | 我才不是这样…
EP07: のか… | 吧…
EP07: あれ | 咦
EP07: お前ら　いつの間にか仲よしだな | 你们俩 什么时候关系这么好了
EP07: そんな驚く | 至于吓成那样吗
EP07: なんか　ごめん | 不好意思啊
EP07: 谷くん　今日も図書当番だよね | 谷同学 今天轮到你值班吧
EP07: うん | 是的
EP07: もちろん　西さんもいるよね | 西同学是不是也在
EP07: そっか　了解 | 是吗 明白了
EP07: 鈴木さん　何か気になってること… | 铃木同学 是不是有什么…
EP07: 見て　見て | 快看 快看
EP07: いろいろ買ってきたよ | 我买了好多哦
EP07: 最高 | 太棒了
EP07: 山田　見てこれ | 山田你看这个
EP07: ほら | 快看
EP07: やべえ | 牛啊
EP07: 聞くタイミング逃した | 错失谈话时机了
EP07: 谷くんには挨拶できたのに | 明明都能和谷同学打招呼了
EP07: 山田くん見つけて　とっさに逃げてしまった | 可一看到山田同学就立刻想要溜走
EP07: せっかく前よりはちゃんと話せるようになってきてるのに | 好不容易才变得比之前稍微健谈一点
EP07: 逆戻りしてる | 怎么反倒退步了
EP07: 「もしかして　お前　やかれてる方がうれしい感じか」 | 「该不会对方吃醋会让你感到高兴吧」
EP07: それは… | 他说的…
EP07: ダメだ | 不行不行
EP07: 相手がモヤモヤして　心のどこかで喜ぶような関係は対等じゃない | 对方难受我却暗自窃喜 这样的关系是不对等的
EP07: というか | 而且
EP07: 「はっきりしなくても　考えてる途中でも」 | 「就算还没想清楚 就算还在纠结」
EP07: 「なんかモヤモヤしてるなら　なんかモヤモヤしてるって教えてよ」 | 「心烦意乱的时候 就把你心中的烦闷告诉我吧」
EP07: それはこっちだって思ってる | 我也是这么想的
EP07: 言いたいことがあるなら言ってほしいし | 我也希望她能吐露内心的想法
EP07: そもそも　鈴木さんが不安に思うようなことは何もないんだから | 说到底 我也没做什么会让她感到不安的事吧
EP07: もし　何かを疑われてるなら不名誉だ | 若真被怀疑 我就被冤枉了
EP07: このままだと　私 | 如果再这样下去
EP07: きっと　夏休みと同じ後悔を繰り返しちゃう | 我又要重蹈之前暑假的覆辙了
EP07: 次はちゃんと逃げないようにしよう | 下次不可以再逃避了
EP07: どういう意図か　何を思ってるのかなんて | 她有什么目的 又是怎样的想法
EP07: 一人で考えていても　正解は出ない | 一个人苦苦思考也得不到答案
EP07: 勝手に意識して　一人でドタバタしてみっともない | 单方面自乱阵脚太难堪了
EP07: 次会ったときに… | 下次见面的时候…
EP07: 次会ったときは… | 下次见面的时候…
EP07: ちゃんと聞こう | 好好问问吧
EP07: ちゃんと話そう | 好好谈谈吧
EP07: 西さん | 西同学
EP07: と　谷 | 还有谷
EP07: 当番　お疲れ | 值班辛苦啦
EP07: おつ | 辛苦
EP07: しゃべれ　しゃべれ | 说啊 说啊
EP07: あれ　どうしよう | 怎么办
EP07: いざ会うと　目も合わせられない | 一到见面时 就无法直视他
EP07: 鈴木さん… | 铃木同学…
EP07: 西さん | 西同学
EP07: シャボン玉　好き | 你喜欢玩泡泡吗
EP07: 今ね　いろいろ遊び尽くして　シャボン玉祭りしてるんだけど | 我们刚才大玩特玩了一番 现在正在泡泡大战呢
EP07: シャボン玉祭り | 泡泡大战
EP07: よかったら　これどうぞ | 感兴趣就拿上吧
EP07: シャボン液は山田が持ってるから | 肥皂液在山田那边
EP07: ありがとう | 谢谢你
EP07: ありがたく　ちょうだいします | 我就心怀感激地收下了
EP07: 硬いな | 别这么见外
EP07: おいで | 这边这边
EP07: あのとき… | 那时候…
EP07: 「西さんってさ　結構ゲラよな」 | 「西同学 你很爱笑的呢」
